,energy_consumed,availability
1564162200,0.0,1.0
1564163100,0.0,1.0
1564164000,0.0,1.0
1564164900,0.0,1.0
1564165800,0.0,1.0
1564166700,0.0,1.0
1564167600,0.0,1.0
1564168500,0.0,1.0
1564169400,0.0,1.0
1564170300,0.0,1.0
1564171200,0.0,1.0
1564172100,0.0,1.0
1564173000,0.0,1.0
1564173900,0.0,1.0
1564174800,0.0,1.0
1564175700,0.0,1.0
1564176600,0.0,1.0
1564177500,0.0,1.0
1564178400,0.0,1.0
1564179300,0.0,1.0
1564180200,0.0,1.0
1564181100,0.0,1.0
1564182000,0.0,1.0
1564182900,0.0,1.0
1564183800,0.0,1.0
1564184700,0.0,1.0
1564185600,0.0,1.0
1564186500,0.0,1.0
1564187400,0.0,1.0
1564188300,0.0,1.0
1564189200,0.0,1.0
1564190100,0.0,1.0
1564191000,0.0,1.0
1564191900,0.0,1.0
1564192800,0.0,1.0
1564193700,0.0,1.0
1564194600,0.0,1.0
1564195500,0.0,1.0
1564196400,0.0,1.0
1564197300,0.0,1.0
1564198200,0.0,1.0
1564199100,0.0,1.0
1564200000,0.0,1.0
1564200900,0.0,1.0
1564201800,0.0,1.0
1564202700,0.0,1.0
1564203600,0.0,1.0
1564204500,0.0,1.0
1564205400,0.0,1.0
1564206300,0.0,1.0
1564207200,0.0,1.0
1564208100,0.0,1.0
1564209000,0.0,1.0
1564209900,0.0,1.0
1564210800,0.0,1.0
1564211700,0.0,1.0
1564212600,0.0,1.0
1564213500,0.0,1.0
1564214400,0.0,1.0
1564215300,0.0,1.0
1564216200,0.0,1.0
1564217100,0.0,1.0
1564218000,0.0,1.0
1564218900,0.0,1.0
1564219800,0.0,1.0
1564220700,0.0,1.0
1564221600,0.0,1.0
1564222500,0.0,1.0
1564223400,0.0,1.0
1564224300,0.0,1.0
1564225200,0.0,1.0
1564226100,0.0,1.0
1564227000,0.0,1.0
1564227900,0.0,1.0
1564228800,0.0,1.0
1564229700,0.0,1.0
1564230600,0.0,1.0
1564231500,0.0,1.0
1564232400,0.0,1.0
1564233300,0.0,1.0
1564234200,0.0,1.0
1564235100,0.0,1.0
1564236000,0.0,1.0
1564236900,0.0,1.0
1564237800,0.0,1.0
1564238700,0.0,1.0
1564239600,0.0,1.0
1564240500,0.0,1.0
1564241400,0.0,1.0
1564242300,0.0,1.0
1564243200,0.0,1.0
1564244100,0.0,1.0
1564245000,0.0,1.0
1564245900,0.0,1.0
1564246800,0.0,1.0
1564247700,0.0,1.0
1564248600,0.0,1.0
1564249500,0.0,1.0
1564250400,0.0,1.0
1564251300,0.0,1.0
1564252200,0.0,1.0
1564253100,0.0,1.0
1564254000,0.0,1.0
1564254900,0.0,1.0
1564255800,0.0,1.0
1564256700,0.0,1.0
1564257600,0.0,1.0
1564258500,0.0,1.0
1564259400,0.0,1.0
1564260300,0.0,1.0
1564261200,0.0,1.0
1564262100,0.0,1.0
1564263000,0.0,1.0
1564263900,0.0,1.0
1564264800,0.0,1.0
1564265700,0.0,1.0
1564266600,0.0,1.0
1564267500,0.0,1.0
1564268400,0.0,1.0
1564269300,0.0,1.0
1564270200,0.0,1.0
1564271100,0.0,1.0
1564272000,0.0,1.0
1564272900,0.0,1.0
1564273800,0.0,1.0
1564274700,0.0,1.0
1564275600,0.0,1.0
1564276500,0.0,1.0
1564277400,0.0,1.0
1564278300,0.0,1.0
1564279200,0.0,1.0
1564280100,0.0,1.0
1564281000,0.0,1.0
1564281900,0.0,1.0
1564282800,0.0,1.0
1564283700,0.0,1.0
1564284600,0.0,1.0
1564285500,0.0,1.0
1564286400,0.0,0.0
1564287300,0.0,0.0
1564288200,0.0,0.0
1564289100,0.0,0.0
1564290000,0.0,0.0
1564290900,0.0,0.0
1564291800,0.0,0.0
1564292700,0.0,0.0
1564293600,0.0,0.0
1564294500,0.0,0.0
1564295400,0.0,0.0
1564296300,0.0,0.0
1564297200,0.0,0.0
1564298100,0.0,0.0
1564299000,0.0,0.0
1564299900,0.0,0.0
1564300800,0.0,0.0
1564301700,0.0,0.0
1564302600,0.0,0.0
1564303500,0.0,0.0
1564304400,0.0,0.0
1564305300,0.0,0.0
1564306200,0.0,0.0
1564307100,0.0,0.0
1564308000,0.0,0.0
1564308900,0.0,0.0
1564309800,0.0,0.0
1564310700,0.0,0.0
1564311600,0.0,0.0
1564312500,0.0,0.0
1564313400,0.0,0.0
1564314300,0.0,0.0
1564315200,0.0,0.0
1564316100,0.0,0.0
1564317000,0.0,0.0
1564317900,0.0,0.0
1564318800,790.0,1.0
1564319700,790.0,1.0
1564320600,790.0,1.0
1564321500,790.0,1.0
1564322400,0.0,1.0
1564323300,0.0,1.0
1564324200,0.0,1.0
1564325100,0.0,1.0
1564326000,0.0,1.0
1564326900,0.0,1.0
1564327800,0.0,1.0
1564328700,0.0,1.0
1564329600,0.0,1.0
1564330500,0.0,1.0
1564331400,0.0,1.0
1564332300,0.0,1.0
1564333200,0.0,1.0
1564334100,0.0,1.0
1564335000,0.0,1.0
1564335900,0.0,1.0
1564336800,0.0,1.0
1564337700,0.0,1.0
1564338600,0.0,1.0
1564339500,0.0,1.0
1564340400,0.0,1.0
1564341300,0.0,1.0
1564342200,0.0,1.0
1564343100,0.0,1.0
1564344000,0.0,1.0
1564344900,0.0,1.0
1564345800,0.0,1.0
1564346700,0.0,1.0
1564347600,0.0,1.0
1564348500,0.0,1.0
1564349400,0.0,1.0
1564350300,0.0,1.0
1564351200,0.0,1.0
1564352100,0.0,1.0
1564353000,0.0,1.0
1564353900,0.0,1.0
1564354800,0.0,1.0
1564355700,0.0,1.0
1564356600,0.0,1.0
1564357500,0.0,1.0
1564358400,0.0,1.0
1564359300,0.0,1.0
1564360200,0.0,1.0
1564361100,0.0,1.0
1564362000,0.0,1.0
1564362900,0.0,1.0
1564363800,0.0,1.0
1564364700,0.0,1.0
1564365600,0.0,1.0
1564366500,0.0,1.0
1564367400,0.0,1.0
1564368300,0.0,1.0
1564369200,0.0,1.0
1564370100,0.0,1.0
1564371000,0.0,1.0
1564371900,0.0,1.0
1564372800,0.0,0.0
1564373700,0.0,0.0
1564374600,0.0,0.0
1564375500,0.0,0.0
1564376400,0.0,0.0
1564377300,0.0,0.0
1564378200,0.0,0.0
1564379100,0.0,0.0
1564380000,0.0,0.0
1564380900,0.0,0.0
1564381800,0.0,0.0
1564382700,0.0,0.0
1564383600,0.0,0.0
1564384500,0.0,0.0
1564385400,0.0,0.0
1564386300,0.0,0.0
1564387200,0.0,0.0
1564388100,0.0,0.0
1564389000,0.0,0.0
1564389900,0.0,0.0
1564390800,0.0,0.0
1564391700,0.0,0.0
1564392600,0.0,0.0
1564393500,0.0,0.0
1564394400,0.0,0.0
1564395300,0.0,0.0
1564396200,0.0,0.0
1564397100,0.0,0.0
1564398000,0.0,0.0
1564398900,0.0,0.0
1564399800,0.0,0.0
1564400700,0.0,0.0
1564401600,0.0,0.0
1564402500,0.0,0.0
1564403400,0.0,0.0
1564404300,0.0,0.0
1564405200,0.0,0.0
1564406100,0.0,0.0
1564407000,0.0,0.0
1564407900,0.0,0.0
1564408800,0.0,0.0
1564409700,0.0,0.0
1564410600,0.0,0.0
1564411500,0.0,0.0
1564412400,9900.0,1.0
1564413300,9900.0,1.0
1564414200,9900.0,1.0
1564415100,9900.0,1.0
1564416000,0.0,1.0
1564416900,0.0,1.0
1564417800,0.0,1.0
1564418700,0.0,1.0
1564419600,0.0,1.0
1564420500,0.0,1.0
1564421400,0.0,1.0
1564422300,0.0,1.0
1564423200,0.0,1.0
1564424100,0.0,1.0
1564425000,0.0,1.0
1564425900,0.0,1.0
1564426800,0.0,1.0
1564427700,0.0,1.0
1564428600,0.0,1.0
1564429500,0.0,1.0
1564430400,0.0,1.0
1564431300,0.0,1.0
1564432200,0.0,1.0
1564433100,0.0,1.0
1564434000,0.0,1.0
1564434900,0.0,1.0
1564435800,0.0,1.0
1564436700,0.0,1.0
1564437600,0.0,1.0
1564438500,0.0,1.0
1564439400,0.0,1.0
1564440300,0.0,1.0
1564441200,0.0,1.0
1564442100,0.0,1.0
1564443000,0.0,1.0
1564443900,0.0,1.0
